PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence
11,2024-05-21,19:13:42.63,3,2,"Sharts, Owen",680714,Right,IDA_CHU,1000115545,Right,MIS_PAD,Undefined,1,Top,2,1,0,Undefined,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,88.05205,-4.247457,-1.723375,1963.456495,185.813293,12:15,5.83541,1.80539,6.4066,-19.13395,16.29729,1.54469,0.32655,0.34904,80.96397,-7.857873,-1.443391,0.428415,,,,,,,,,,,,-1.28945,10.05382,-1.68278,50,5.522,3.78385,-127.67966,-10.01378,-2.13055,26.06193,-15.56242,IDA_CHU,MIS_PAD,MelaleucaField,Pioneer League,PIO,20240521-MelaleucaField-1,88158060-17d8-11ef-ab2f-7369b7622ec5,87.98114,,,7.08808,,,,,,,6933e1d9-9ce5-4c01-8d2b-ec83379e44c8,2024-05-22,01:13:42.63,2024-05-21T19:13:42.6360000-06:00,2024-05-22T01:13:42.6360000Z,,v3,444,518,,"Barham, Robbie",,Undefined,IDA_CHU,2360d3ce-f69c-4874-8c7c-fda78408a132,54.09188,-128.51218,13.03096,5.83394,-9.51666,-7.78121,-1.80473,3.85191,-1.06528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
12,2024-05-21,19:14:01.94,3,3,"Sharts, Owen",680714,Right,IDA_CHU,1000115545,Right,MIS_PAD,Undefined,1,Top,2,2,0,Undefined,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,84.22641,-2.42845,-1.624444,2065.834438,116.021025,9:45,5.85557,1.87413,5.98521,-35.96667,3.26977,-4.23327,0.60534,0.01538,77.75501,-9.029859,-2.386936,0.450833,,,,,,,,,,,,1.75079,2.67465,-1.74353,50,5.64369,3.62848,-122.30205,-6.35692,2.65201,24.09928,-28.1226,IDA_CHU,MIS_PAD,MelaleucaField,Pioneer League,PIO,20240521-MelaleucaField-1,936d66d0-17d8-11ef-ab2f-7369b7622ec5,83.60613,,,6.4714,,,,,,,6933e1d9-9ce5-4c01-8d2b-ec83379e44c8,2024-05-22,01:14:01.94,2024-05-21T19:14:01.9490000-06:00,2024-05-22T01:14:01.9490000Z,,v3,444,518,,"Barham, Robbie",,Undefined,IDA_CHU,425a68b7-7169-40e2-9b9b-a8fbf5e5f602,54.51406,-123.18832,12.04964,5.85845,-5.32268,-14.0613,-1.87518,3.53095,1.32601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
13,2024-05-21,19:14:20.36,3,4,"Sharts, Owen",680714,Right,IDA_CHU,1000115545,Right,MIS_PAD,Undefined,1,Top,2,3,0,Undefined,Four-Seam,StrikeCalled,Undefined,Undefined,Undefined,0,0,,89.90581,-2.536335,-2.059675,1949.833107,187.254865,12:15,5.87979,1.79306,6.24309,-19.00123,14.93698,1.77268,1.95399,0.04027,82.86263,-6.117218,-1.739575,0.419291,,,,,,,,,,,,-1.4611,8.7426,-1.64065,50,5.68137,4.62637,-130.58762,-6.34885,-2.53894,25.88036,-16.98235,IDA_CHU,MIS_PAD,MelaleucaField,Pioneer League,PIO,20240521-MelaleucaField-1,9e6e53a0-17d8-11ef-ab2f-7369b7622ec5,89.89561,,,7.04318,,,,,,,6933e1d9-9ce5-4c01-8d2b-ec83379e44c8,2024-05-22,01:14:20.36,2024-05-21T19:14:20.3620000-06:00,2024-05-22T01:14:20.3620000Z,,v3,444,518,,"Barham, Robbie",,Undefined,IDA_CHU,9ebbe25d-b255-419f-b008-6d1755debf8b,54.25522,-131.42823,12.94018,5.87862,-5.79726,-8.49117,-1.79225,4.70884,-1.26947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
14,2024-05-21,19:14:35.71,3,5,"Sharts, Owen",680714,Right,IDA_CHU,1000115545,Right,MIS_PAD,Undefined,1,Top,2,3,1,Undefined,Slider,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,83.67911,0.206142,-1.157825,2068.447807,123.305612,10:00,5.8662,1.7747,5.72542,-35.2949,4.75548,-5.37504,3.11699,0.24828,76.84323,-6.297851,-2.119808,0.455486,,,,,,,,,,,,2.40791,2.76095,-1.67481,50,5.86178,2.67602,-121.55301,-0.75773,3.60889,23.43313,-28.03605,IDA_CHU,MIS_PAD,MelaleucaField,Pioneer League,PIO,20240521-MelaleucaField-1,a79131a0-17d8-11ef-ab2f-7369b7622ec5,82.75222,,,6.83588,,,,,,,6933e1d9-9ce5-4c01-8d2b-ec83379e44c8,2024-05-22,01:14:35.71,2024-05-21T19:14:35.7150000-06:00,2024-05-22T01:14:35.7150000Z,,v3,444,518,,"Barham, Robbie",,Undefined,IDA_CHU,31ad56c9-403a-4f66-8116-bcaadcb84e9a,54.77126,-122.46936,11.71657,5.86997,0.33863,-14.01803,-1.7767,2.5349,1.80445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
15,2024-05-21,19:15:01.88,3,6,"Sharts, Owen",680714,Right,IDA_CHU,1000115545,Right,MIS_PAD,Undefined,1,Top,2,3,2,Undefined,Slider,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,84.12456,0.195086,-1.680013,2105.153532,101.975947,9:30,5.85164,1.77942,5.67665,-37.25427,2.65665,-6.51811,2.92907,-0.33034,76.95104,-6.657221,-2.845094,0.454692,,,,,,,,,,,,2.79756,1.73311,-1.63381,50,5.84506,3.85479,-122.09766,-0.8806,4.20989,24.74274,-29.56599,IDA_CHU,MIS_PAD,MelaleucaField,Pioneer League,PIO,20240521-MelaleucaField-1,b7314910-17d8-11ef-ab2f-7369b7622ec5,82.89665,,,7.17352,,,,,,,6933e1d9-9ce5-4c01-8d2b-ec83379e44c8,2024-05-22,01:15:01.88,2024-05-21T19:15:01.8880000-06:00,2024-05-22T01:15:01.8880000Z,,v3,444,518,,"Barham, Robbie",,Undefined,IDA_CHU,0acef68b-e94c-4d77-acbe-b942fd86f87d,54.81893,-123.07033,12.37137,5.85683,0.28167,-14.783,-1.78209,3.68929,2.10494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
16,2024-05-21,19:15:28.44,3,7,"Sharts, Owen",680714,Right,IDA_CHU,1000115545,Right,MIS_PAD,Undefined,1,Top,2,3,2,Undefined,Four-Seam,BallCalled,Walk,Undefined,Undefined,0,0,,91.35627,-3.366409,-3.440597,2101.362087,197.701432,12:30,5.85091,1.73394,5.97318,-18.58808,14.60737,4.35626,1.17187,-1.09644,84.54931,-6.835192,-2.65939,0.414678,,,,,,,,,,,,-3.12453,8.67123,-1.46402,50,5.57346,7.78781,-132.46944,-8.40003,-5.61074,25.49673,-16.60305,IDA_CHU,MIS_PAD,MelaleucaField,Pioneer League,PIO,20240521-MelaleucaField-1,c712fd60-17d8-11ef-ab2f-7369b7622ec5,90.89578,,,6.80697,,,,,,,6933e1d9-9ce5-4c01-8d2b-ec83379e44c8,2024-05-22,01:15:28.44,2024-05-21T19:15:28.4470000-06:00,2024-05-22T01:15:28.4470000Z,,v3,444,518,,"Barham, Robbie",,Undefined,IDA_CHU,748c87b1-5c34-4857-989e-fb4a551dc57a,54.52679,-133.33787,12.74836,5.84994,-7.83451,-8.30153,-1.73253,7.97891,-2.80537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
17,2024-05-21,19:16:02.43,4,1,"Sharts, Owen",680714,Right,IDA_CHU,1000038867,Right,MIS_PAD,Undefined,1,Top,2,0,0,Undefined,Slider,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,83.70671,-0.424076,-1.904899,2185.29081,115.122672,9:45,5.85482,1.62511,5.90915,-35.22644,4.7974,-7.46874,2.52545,-0.76598,76.53928,-6.93797,-3.24558,0.455335,70.77783,13.72153,149.084357,3587.294179,,,,134.54476,57.2655,153.38985,1.504491,3.2628,2.98394,-1.46803,50,5.80083,4.3379,-121.51374,-2.0525,4.85239,24.99786,-27.73638,IDA_CHU,MIS_PAD,MelaleucaField,Pioneer League,PIO,20240521-MelaleucaField-1,db663ca0-17d8-11ef-ab2f-7369b7622ec5,82.77964,10.64826,,7.16742,,,,-0.30824,2.36494,0.91853,6933e1d9-9ce5-4c01-8d2b-ec83379e44c8,2024-05-22,01:16:02.43,2024-05-21T19:16:02.4340000-06:00,2024-05-22T01:16:02.4340000Z,LineDrive,v3,444,518,,"Barham, Robbie",,Undefined,IDA_CHU,373a8a5a-c409-42fa-99b4-b38ebc133e1d,54.5874,-122.45382,12.49893,5.8584,-1.00943,-13.86819,-1.62774,4.15542,2.42619,,-0.30824,-86.51696,4.86742,-0.27341,-0.11476,0.258,-0.20938,0.08478,-0.01367,2.36494,24.62348,-19.20107,1.50847,-0.31059,0.11171,-0.05219,0.01863,-0.00289,0.91853,51.81188,-10.11215,1.75725,-0.62453,0.49489,-0.36335,0.14304,-0.02271,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Medium,,,
18,2024-05-21,19:16:23.68,4,2,"Sharts, Owen",680714,Right,IDA_CHU,1000038867,Right,MIS_PAD,Undefined,1,Top,2,0,1,Undefined,Four-Seam,StrikeCalled,Undefined,Undefined,Undefined,0,0,,87.80201,-1.998078,-3.129176,2005.18432,195.901117,12:30,5.88374,1.64557,6.04755,-17.66131,18.31001,4.9004,2.55875,-0.84574,80.60764,-5.347653,-2.249088,0.431668,,,,,,,,,,,,-3.33858,10.28764,-1.4044,50,5.7183,6.76191,-127.3734,-4.94517,-5.51092,24.99623,-15.19257,IDA_CHU,MIS_PAD,MelaleucaField,Pioneer League,PIO,20240521-MelaleucaField-1,e80967c0-17d8-11ef-ab2f-7369b7622ec5,87.31819,,,7.19437,,,,,,,6933e1d9-9ce5-4c01-8d2b-ec83379e44c8,2024-05-22,01:16:23.68,2024-05-21T19:16:23.6860000-06:00,2024-05-22T01:16:23.6860000Z,,v3,444,518,,"Barham, Robbie",,Undefined,IDA_CHU,48a21320-ff63-4c68-87c1-ae5398dc3a53,54.44851,-128.24342,12.49812,5.88122,-4.41637,-7.59628,-1.64309,6.95372,-2.75546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
19,2024-05-21,19:16:42.52,4,3,"Sharts, Owen",680714,Right,IDA_CHU,1000038867,Right,MIS_PAD,Undefined,1,Top,2,0,2,Undefined,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,89.41288,0.688896,-0.638152,2109.03135,190.692146,12:15,5.95387,1.59766,5.9931,-16.8719,17.90406,3.17595,5.18635,1.27094,81.55119,-2.536249,-0.067191,0.424435,,,,,,,,,,,,-1.77567,9.27934,-1.54893,50,5.99843,1.30585,-129.85212,1.09556,-3.0354,26.88943,-16.31171,IDA_CHU,MIS_PAD,MelaleucaField,Pioneer League,PIO,20240521-MelaleucaField-1,f33498e0-17d8-11ef-ab2f-7369b7622ec5,88.8062,,,7.86169,,,,,,,6933e1d9-9ce5-4c01-8d2b-ec83379e44c8,2024-05-22,01:16:42.52,2024-05-21T19:16:42.5270000-06:00,2024-05-22T01:16:42.5270000Z,,v3,444,518,,"Barham, Robbie",,Undefined,IDA_CHU,14a6f61a-beb9-4c7c-9f46-52845f99f91a,54.49949,-130.78055,13.44472,5.95088,1.65876,-8.15585,-1.59583,1.41065,-1.5177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
20,2024-05-21,19:17:10.90,4,4,"Sharts, Owen",680714,Right,IDA_CHU,1000038867,Right,MIS_PAD,Undefined,1,Top,2,1,2,Undefined,Slider,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,82.57679,0.286718,-1.641049,2342.17021,87.614718,9:00,5.88543,1.49466,5.75073,-39.90101,0.80551,-7.30481,2.82737,-0.64218,76.68593,-7.014042,-2.948892,0.459202,69.62326,14.939267,152.368632,3337.334092,,,,130.37653,57.13506,155.476863,1.465569,3.33323,0.67658,-1.35389,50,5.88465,3.72477,-120.0872,-0.74562,4.92266,20.78383,-31.17485,IDA_CHU,MIS_PAD,MelaleucaField,Pioneer League,PIO,20240521-MelaleucaField-1,04148350-17d9-11ef-ab2f-7369b7622ec5,82.08254,11.22961,,5.89086,,,,-0.35407,2.66959,0.77918,6933e1d9-9ce5-4c01-8d2b-ec83379e44c8,2024-05-22,01:17:10.90,2024-05-21T19:17:10.9070000-06:00,2024-05-22T01:17:10.9070000Z,LineDrive,v3,444,518,,"Barham, Robbie",,Undefined,IDA_CHU,033c2aab-9b02-455f-9310-4ccd990b952c,54.74896,-120.90632,10.39191,5.88983,0.48303,-15.58743,-1.49687,3.53076,2.46133,306.336172,-0.35407,-87.40998,4.77491,-0.19367,0.0302,0.01038,-0.00127,8e-05,-3e-05,2.66959,26.32447,-21.30053,1.82578,-0.35738,0.07146,-0.01021,0.00172,-0.0002,0.77918,45.75779,-7.62996,1.14046,-0.24539,0.03723,-0.00658,0.00142,-0.00014,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Medium,,,
21,2024-05-21,19:17:35.40,4,5,"Sharts, Owen",680714,Right,IDA_CHU,1000038867,Right,MIS_PAD,Undefined,1,Top,2,1,2,Undefined,Four-Seam,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,89.33327,-2.400687,-2.425259,2008.344842,193.088401,12:30,5.86159,1.61661,6.32056,-17.22816,16.99154,3.71666,2.21166,-0.3086,82.41098,-5.669139,-1.75354,0.421027,,,,,,,,,,,,-2.54465,9.76768,-1.44104,50,5.67749,5.34801,-129.75325,-5.91906,-4.37609,24.92393,-15.37623,IDA_CHU,MIS_PAD,MelaleucaField,Pioneer League,PIO,20240521-MelaleucaField-1,12b41ab0-17d9-11ef-ab2f-7369b7622ec5,89.52508,,,6.92229,,,,,,,6933e1d9-9ce5-4c01-8d2b-ec83379e44c8,2024-05-22,01:17:35.40,2024-05-21T19:17:35.4020000-06:00,2024-05-22T01:17:35.4020000Z,,v3,444,518,,"Barham, Robbie",,Undefined,IDA_CHU,5c5ebb3f-40a3-4e48-898e-d1023ac08072,54.17671,-130.55307,12.46197,5.85952,-5.42562,-7.68811,-1.61491,5.48844,-2.18804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
22,2024-05-21,19:19:42.67,1,1,"Villa, Alfredo",1000135230,Right,MIS_PAD,1000333900,Right,IDA_CHU,Undefined,1,Bottom,0,0,0,Undefined,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,89.29199,-1.106426,-5.134827,2110.497786,209.748422,1:00,5.91289,2.99476,6.20683,-17.49025,17.22021,9.22815,3.42994,-0.9882,81.78935,-4.434326,-3.479746,0.424035,,,,,,,,,,,,-6.10866,9.52402,-2.61279,50,5.82049,11.2391,-129.29951,-2.99031,-10.38964,25.78273,-15.97555,IDA_CHU,MIS_PAD,MelaleucaField,Pioneer League,PIO,20240521-MelaleucaField-1,5e7babc0-17d9-11ef-ab2f-7369b7622ec5,88.88998,,,7.50265,,,,,,,6933e1d9-9ce5-4c01-8d2b-ec83379e44c8,2024-05-22,01:19:42.67,2024-05-21T19:19:42.6755438-06:00,2024-05-22T01:19:42.6755438Z,,v3,444,518,,"Navarro, Luis",1000135225.0,Right,MIS_PAD,063ff257-2072-44df-8d43-36469a947bb5,54.28944,-130.15203,12.89137,5.91063,-2.46207,-7.98778,-2.99009,11.58264,-5.19482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
23,2024-05-21,19:19:55.63,1,2,"Villa, Alfredo",1000135230,Right,MIS_PAD,1000333900,Right,IDA_CHU,Undefined,1,Bottom,0,1,0,Undefined,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,90.02842,-3.179083,-5.622068,2256.929959,229.535106,1:45,5.8769,2.78509,6.11584,-18.5058,15.79702,17.2693,1.37829,-0.99042,82.75144,-6.669272,-2.529693,0.421537,,,,,,,,,,,,-10.40969,9.31567,-2.36209,50,5.62215,12.11412,-130.16344,-7.81569,-17.98345,25.53751,-16.08059,IDA_CHU,MIS_PAD,MelaleucaField,Pioneer League,PIO,20240521-MelaleucaField-1,66626040-17d9-11ef-ab2f-7369b7622ec5,89.41658,,,7.27698,,,,,,,6933e1d9-9ce5-4c01-8d2b-ec83379e44c8,2024-05-22,01:19:55.63,2024-05-21T19:19:55.6332910-06:00,2024-05-22T01:19:55.6332910Z,,v3,444,518,,"Navarro, Luis",1000135225.0,Right,MIS_PAD,b3e69c3a-45d3-47ec-b1a4-9e13f807572a,54.38354,-131.02065,12.76876,5.87544,-7.27592,-8.0403,-2.77885,12.71777,-8.99173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
24,2024-05-21,19:20:12.82,1,3,"Villa, Alfredo",1000135230,Right,MIS_PAD,1000333900,Right,IDA_CHU,Undefined,1,Bottom,0,2,0,Undefined,Curveball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,75.8223,1.983954,-3.057396,2319.264403,55.676737,7:45,5.65668,3.29435,5.74766,-54.26893,-5.1287,-9.76382,2.98465,-0.36836,69.56811,-7.943753,-4.800582,0.504534,,,,,,,,,,,,4.06941,-2.69059,-3.03429,50,5.78878,6.23207,-109.94948,2.09588,4.95983,20.28495,-35.45339,IDA_CHU,MIS_PAD,MelaleucaField,Pioneer League,PIO,20240521-MelaleucaField-1,70a37f80-17d9-11ef-ab2f-7369b7622ec5,74.7075,,,6.25419,,,,,,,6933e1d9-9ce5-4c01-8d2b-ec83379e44c8,2024-05-22,01:20:12.82,2024-05-21T19:20:12.8222574-06:00,2024-05-22T01:20:12.8222574Z,,v3,444,518,,"Navarro, Luis",1000135225.0,Right,MIS_PAD,bf3f1177-66d9-4226-a747-b80521965e98,54.75128,-110.8226,10.14248,5.66573,3.62188,-17.72669,-3.29794,6.01859,2.47991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
25,2024-05-21,19:20:27.91,1,4,"Villa, Alfredo",1000135230,Right,MIS_PAD,1000333900,Right,IDA_CHU,Undefined,1,Bottom,0,2,1,Undefined,Changeup,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,81.01162,-1.294367,-5.224306,2214.787325,269.890638,3:00,5.54038,3.28636,6.25451,-40.789,1.37102,22.21336,0.94255,0.3066,74.55302,-8.828262,-1.221799,0.467328,,,,,,,,,,,,-13.09115,1.40347,-2.90882,50,5.42366,9.95021,-117.38442,-3.89053,-18.28357,22.01707,-30.21393,IDA_CHU,MIS_PAD,MelaleucaField,Pioneer League,PIO,20240521-MelaleucaField-1,799c8e60-17d9-11ef-ab2f-7369b7622ec5,80.65522,,,6.45861,,,,,,,6933e1d9-9ce5-4c01-8d2b-ec83379e44c8,2024-05-22,01:20:27.91,2024-05-21T19:20:27.9159662-06:00,2024-05-22T01:20:27.9159662Z,,v3,444,518,,"Navarro, Luis",1000135225.0,Right,MIS_PAD,0e3bf889-e751-42e7-9aba-d7cb63ee225a,54.24685,-118.17829,11.00854,5.5443,-2.8011,-15.10697,-3.27948,10.60946,-9.14179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
26,2024-05-21,19:20:44.96,1,5,"Villa, Alfredo",1000135230,Right,MIS_PAD,1000333900,Right,IDA_CHU,Undefined,1,Bottom,0,2,2,Undefined,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,72.82182,4.090511,-2.754705,2657.087467,26.158684,6:45,5.99301,2.83418,6.00291,-70.49295,-17.14465,-9.3102,3.91937,-0.49592,66.21467,-8.843308,-4.425121,0.525692,,,,,,,,,,,,3.84851,-9.40335,-2.61275,50,6.27804,5.40373,-105.46016,5.40444,4.2714,20.35896,-42.61074,IDA_CHU,MIS_PAD,MelaleucaField,Pioneer League,PIO,20240521-MelaleucaField-1,83dd1160-17d9-11ef-ab2f-7369b7622ec5,71.70057,,,6.60715,,,,,,,6933e1d9-9ce5-4c01-8d2b-ec83379e44c8,2024-05-22,01:20:44.96,2024-05-21T19:20:44.9694062-06:00,2024-05-22T01:20:44.9694062Z,,v3,444,518,,"Navarro, Luis",1000135225.0,Right,MIS_PAD,89412f9c-872d-4efe-8b2b-b60fea30d468,54.49875,-106.32509,10.17948,6.00998,7.21472,-21.30537,-2.83846,5.22226,2.1357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
27,2024-05-21,19:20:58.92,1,6,"Villa, Alfredo",1000135230,Right,MIS_PAD,1000333900,Right,IDA_CHU,Undefined,1,Bottom,0,3,2,Undefined,Changeup,InPlay,Undefined,LineDrive,Single,0,0,,80.48085,-0.843755,-5.267884,2288.275805,244.319099,2:15,5.53142,3.23435,6.35476,-32.97187,9.3089,16.75438,2.00384,-0.23161,74.30567,-6.986052,-2.25,0.467997,94.50372,15.787108,-19.303935,1200.108046,103.17712,23.68628,-38.13757,290.75992,290.47022,-22.320296,2.705252,-10.1278,5.43725,-2.85948,50,5.45438,10.17577,-116.66074,-2.65725,-14.07804,20.1702,-24.61607,IDA_CHU,MIS_PAD,MelaleucaField,Pioneer League,PIO,20240521-MelaleucaField-1,8c1d3080-17d9-11ef-ab2f-7369b7622ec5,80.53997,25.91612,,6.17518,,,,1.57091,2.02474,0.20353,6933e1d9-9ce5-4c01-8d2b-ec83379e44c8,2024-05-22,01:20:58.92,2024-05-21T19:20:58.9267310-06:00,2024-05-22T01:20:58.9267310Z,LineDrive,v3,444,518,,"Navarro, Luis",1000135225.0,Right,MIS_PAD,0a79da71-d96c-4e31-ad8f-47f7b03f0974,54.14519,-117.37524,10.0851,5.53306,-1.78527,-12.30804,-3.22878,10.67447,-7.03902,141.089678,1.57098,125.87507,-16.43144,3.68064,-0.72799,0.15332,-0.03838,0.0075,-0.00065,2.02465,37.71332,-15.60149,0.62824,-0.01759,-0.0612,0.03866,-0.00979,0.00095,0.20356,-44.09302,1.37958,-0.01118,-0.07932,0.05781,-0.02648,0.00644,-0.00063,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Medium,,,
28,2024-05-21,19:21:49.36,2,1,"Villa, Alfredo",1000135230,Right,MIS_PAD,671734,Right,IDA_CHU,Undefined,1,Bottom,0,0,0,Undefined,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,90.25915,-1.474704,-2.404968,2085.186289,227.204362,1:30,5.92323,3.26374,6.03438,-20.30781,13.80221,13.74024,2.86388,2.18053,82.56517,-5.301548,0.066527,0.420351,,,,,,,,,,,,-7.7017,7.83591,-3.08312,50,5.79699,4.91979,-131.03388,-4.00759,-13.40005,27.50033,-18.54049,IDA_CHU,MIS_PAD,MelaleucaField,Pioneer League,PIO,20240521-MelaleucaField-1,aa23cdf0-17d9-11ef-ab2f-7369b7622ec5,89.66893,,,7.69398,,,,,,,6933e1d9-9ce5-4c01-8d2b-ec83379e44c8,2024-05-22,01:21:49.36,2024-05-21T19:21:49.3631854-06:00,2024-05-22T01:21:49.3631854Z,,v3,444,518,,"Navarro, Luis",1000135225.0,Right,MIS_PAD,31d8b1a1-efe6-4948-9227-b507924b3545,54.46236,-131.96707,13.75017,5.9223,-3.37843,-9.27024,-3.25778,5.37451,-6.70003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
29,2024-05-21,19:22:06.61,2,2,"Villa, Alfredo",1000135230,Right,MIS_PAD,671734,Right,IDA_CHU,Undefined,1,Bottom,0,1,0,Undefined,Curveball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,76.06606,2.020823,-2.89891,2328.678368,48.56586,7:30,5.64792,3.41759,5.63869,-53.4155,-4.50792,-6.8163,3.085,0.14293,69.86084,-7.735265,-4.11392,0.503338,,,,,,,,,,,,2.62788,-2.37362,-3.16676,50,5.78583,5.84093,-110.31531,2.17552,3.23278,19.93664,-35.09406,IDA_CHU,MIS_PAD,MelaleucaField,Pioneer League,PIO,20240521-MelaleucaField-1,b463b4b0-17d9-11ef-ab2f-7369b7622ec5,74.88498,,,6.20522,,,,,,,6933e1d9-9ce5-4c01-8d2b-ec83379e44c8,2024-05-22,01:22:06.61,2024-05-21T19:22:06.6105198-06:00,2024-05-22T01:22:06.6105198Z,,v3,444,518,,"Navarro, Luis",1000135225.0,Right,MIS_PAD,1782efba-5d1a-421e-a464-fe5600e1d979,54.86017,-111.19019,9.96832,5.65657,3.71555,-17.54703,-3.41997,5.69906,1.61639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
