PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence
241,2024-05-21,21:12:08.73,6,6,"Ramirez, Sergio",1000080629,Right,IDA_CHU,1000135225,Right,MIS_PAD,Undefined,8,Top,2,3,2,Undefined,Cutter,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,85.28743,-1.7492,-2.322277,2360.691535,197.427278,12:30,5.68311,1.70108,6.28974,-20.44611,17.59363,5.12449,2.36553,-0.01306,77.70877,-5.645295,-1.396447,0.443905,66.75297,25.797661,168.352194,3287.517281,,,,,58.02696,,,-3.36071,10.05201,-1.53257,50,5.54434,4.82664,-123.79197,-4.33164,-5.18576,26.00602,-16.66318,IDA_CHU,MIS_PAD,MelaleucaField,Pioneer League,PIO,20240521-MelaleucaField-1,1373f500-17e9-11ef-ab2f-7369b7622ec5,84.91102,22.24302,,7.57866,,,,1.9594,2.5018,0.00855,6933e1d9-9ce5-4c01-8d2b-ec83379e44c8,2024-05-22,03:12:08.73,2024-05-21T21:12:08.7390000-06:00,2024-05-22T03:12:08.7390000Z,,v3,444,518,,"Barham, Robbie",1000334145.0,Right,IDA_CHU,85d150c0-95d6-46b8-9aa9-0b44b4fde84f,54.20713,-124.67266,13.00301,5.68147,-3.76734,-8.33159,-1.69899,5.00226,-2.59288,300.989117,1.9594,-86.33153,6.06874,-0.0267,0.01615,0.01701,-0.00509,0.00097,-0.00025,2.5018,42.60735,-22.55942,2.18719,-0.39842,0.08923,-0.01346,0.00238,-0.00041,0.00855,17.7964,-7.03753,0.67755,-0.14443,0.01688,-0.00139,0.00042,-4e-05,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Medium,,,
242,2024-05-21,21:12:34.87,6,7,"Ramirez, Sergio",1000080629,Right,IDA_CHU,1000135225,Right,MIS_PAD,Undefined,8,Top,2,3,2,Undefined,Changeup,StrikeCalled,Strikeout,Undefined,Undefined,0,0,,75.80067,0.699149,-3.169823,1660.294307,257.759528,2:30,5.35674,2.19519,5.88231,-43.44861,5.2937,17.23343,2.38629,0.68473,69.46819,-7.328664,-0.079627,0.502487,,,,,,,,,,,,-9.72111,2.97382,-1.94923,50,5.38814,5.47395,-109.99436,0.04927,-11.89523,19.72952,-28.53511,IDA_CHU,MIS_PAD,MelaleucaField,Pioneer League,PIO,20240521-MelaleucaField-1,232b8c10-17e9-11ef-ab2f-7369b7622ec5,75.01183,,,6.33249,,,,,,,6933e1d9-9ce5-4c01-8d2b-ec83379e44c8,2024-05-22,03:12:34.87,2024-05-21T21:12:34.8720000-06:00,2024-05-22T03:12:34.8720000Z,,v3,444,518,,"Barham, Robbie",1000334145.0,Right,IDA_CHU,d85b5515-68ab-4c03-b7e7-a6a81a932786,54.61614,-110.81926,9.86476,5.36114,1.24233,-14.26756,-2.18849,5.9713,-5.94762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
243,2024-05-21,21:15:14.69,1,1,"Jones, Jestin",1000058748,Right,MIS_PAD,1000120225,Right,IDA_CHU,Undefined,8,Bottom,0,0,0,Undefined,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,89.17435,-2.598338,-1.918934,2219.966445,230.354155,1:45,5.7416,1.51276,5.41101,-24.35675,11.08103,12.15418,1.27458,0.72718,82.63487,-7.066021,0.244361,0.428454,,,,,,,,,,,,-6.66603,6.52701,-1.35113,50,5.49327,3.81684,-129.47251,-6.75676,-11.44561,24.11403,-20.96713,IDA_CHU,MIS_PAD,MelaleucaField,Pioneer League,PIO,20240521-MelaleucaField-1,826460d0-17e9-11ef-ab2f-7369b7622ec5,87.97304,,,6.53948,,,,,,,6933e1d9-9ce5-4c01-8d2b-ec83379e44c8,2024-05-22,03:15:14.69,2024-05-21T21:15:14.6918254-06:00,2024-05-22T03:15:14.6918254Z,,v3,444,518,,"Smith, Taylor",694864.0,Right,MIS_PAD,98b41f7b-1944-49ae-9e89-1d329539099d,55.08913,-130.41691,12.05701,5.74181,-5.93561,-10.48357,-1.50938,4.26509,-5.72281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
244,2024-05-21,21:15:33.68,1,2,"Jones, Jestin",1000058748,Right,MIS_PAD,1000120225,Right,IDA_CHU,Undefined,8,Bottom,0,1,0,Undefined,Sinker,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,88.99043,-0.984232,-2.004841,2242.208138,230.450801,1:45,5.63998,1.61167,5.44995,-23.8193,11.68595,12.92485,2.73297,0.8111,82.19866,-5.381252,0.295715,0.428862,,,,,,,,,,,,-7.05823,6.4478,-1.44407,50,5.53672,3.967,-129.29653,-3.06856,-12.07758,24.22789,-21.14098,IDA_CHU,MIS_PAD,MelaleucaField,Pioneer League,PIO,20240521-MelaleucaField-1,8dab7e60-17e9-11ef-ab2f-7369b7622ec5,87.88938,,,6.79177,,,,,,,6933e1d9-9ce5-4c01-8d2b-ec83379e44c8,2024-05-22,03:15:33.68,2024-05-21T21:15:33.6842094-06:00,2024-05-22T03:15:33.6842094Z,,v3,444,518,,"Smith, Taylor",694864.0,Right,MIS_PAD,0b286d2e-9d32-460d-9a67-f7cc05eb1525,55.04947,-130.23927,12.11394,5.64012,-2.24593,-10.57049,-1.60758,4.43696,-6.03879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
245,2024-05-21,21:15:55.08,1,3,"Jones, Jestin",1000058748,Right,MIS_PAD,1000120225,Right,IDA_CHU,Undefined,8,Bottom,0,1,1,Undefined,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,75.17887,0.367561,-2.367891,2300.558345,53.246522,7:45,5.57562,1.75623,4.81691,-54.22802,-2.97949,-5.99831,1.40509,-0.98781,69.71623,-9.34985,-3.423703,0.515243,,,,,,,,,,,,2.35032,-1.17425,-1.51551,50,5.56484,4.74665,-109.08339,-1.20768,2.84554,18.3259,-33.59571,IDA_CHU,MIS_PAD,MelaleucaField,Pioneer League,PIO,20240521-MelaleucaField-1,9a8ee6d0-17e9-11ef-ab2f-7369b7622ec5,73.1547,,,5.46264,,,,,,,6933e1d9-9ce5-4c01-8d2b-ec83379e44c8,2024-05-22,03:15:55.08,2024-05-21T21:15:55.0805358-06:00,2024-05-22T03:15:55.0805358Z,,v3,444,518,,"Smith, Taylor",694864.0,Right,MIS_PAD,6e4d2cfd-8983-4eb3-9d04-9035aac07707,55.68323,-110.03403,9.16295,5.58229,0.53506,-16.79786,-1.75791,4.59904,1.42277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
246,2024-05-21,21:16:13.92,1,4,"Jones, Jestin",1000058748,Right,MIS_PAD,1000120225,Right,IDA_CHU,Undefined,8,Bottom,0,2,1,Undefined,Four-Seam,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,89.76588,-1.347111,-1.697517,2277.485714,194.38111,12:30,5.80565,1.4065,5.49787,-14.02221,20.98489,5.10894,3.37635,0.24404,82.3733,-4.018697,-0.787911,0.425843,,,,,,,,,,,,-3.0091,11.24733,-1.2616,50,5.67857,3.63278,-130.3188,-3.47347,-5.20769,25.75312,-12.70878,IDA_CHU,MIS_PAD,MelaleucaField,Pioneer League,PIO,20240521-MelaleucaField-1,a5bab430-17e9-11ef-ab2f-7369b7622ec5,88.51255,,,7.39258,,,,,,,6933e1d9-9ce5-4c01-8d2b-ec83379e44c8,2024-05-22,03:16:13.92,2024-05-21T21:16:13.9275630-06:00,2024-05-22T03:16:13.9275630Z,,v3,444,518,,"Smith, Taylor",694864.0,Right,MIS_PAD,1da384b0-07f5-4d3f-9559-2c958fa6102f,54.99845,-131.30286,12.87656,5.80202,-2.98785,-6.35439,-1.40421,3.83177,-2.60385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
247,2024-05-21,21:16:48.06,1,5,"Jones, Jestin",1000058748,Right,MIS_PAD,1000120225,Right,IDA_CHU,Undefined,8,Bottom,0,2,2,Undefined,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,77.11382,-0.52071,-0.640143,2391.540356,76.759895,8:30,5.58767,1.84019,5.00421,-48.46129,-0.19378,-6.84087,1.05766,0.66583,71.51813,-9.246383,-1.850742,0.500033,,,,,,,,,,,,3.27299,0.36157,-1.77279,50,5.49788,1.51766,-112.01254,-2.70614,4.17935,19.2756,-31.71237,IDA_CHU,MIS_PAD,MelaleucaField,Pioneer League,PIO,20240521-MelaleucaField-1,ba0dcc60-17e9-11ef-ab2f-7369b7622ec5,75.37987,,,5.59569,,,,,,,6933e1d9-9ce5-4c01-8d2b-ec83379e44c8,2024-05-22,03:16:48.06,2024-05-21T21:16:48.0645998-06:00,2024-05-22T03:16:48.0645998Z,,v3,444,518,,"Smith, Taylor",694864.0,Right,MIS_PAD,13c91e8c-791e-43ed-acdb-bbfcb62e9297,55.49626,-112.9544,9.6378,5.59225,-1.15658,-15.85618,-1.84196,1.31344,2.08968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
248,2024-05-21,21:17:08.42,1,6,"Jones, Jestin",1000058748,Right,MIS_PAD,1000120225,Right,IDA_CHU,Undefined,8,Bottom,0,3,2,Undefined,Four-Seam,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,90.89694,-1.252377,-2.339218,2275.804474,204.317347,12:45,5.72075,1.33323,5.36239,-18.8319,15.32686,6.4854,2.9759,-0.32102,83.90172,-4.752473,-1.187778,0.420652,,,,,,,,,,,,-3.8315,8.31122,-1.12792,50,5.59501,5.0968,-131.98074,-3.54576,-6.83811,24.97767,-17.34093,IDA_CHU,MIS_PAD,MelaleucaField,Pioneer League,PIO,20240521-MelaleucaField-1,c6233670-17e9-11ef-ab2f-7369b7622ec5,89.60489,,,6.99522,,,,,,,6933e1d9-9ce5-4c01-8d2b-ec83379e44c8,2024-05-22,03:17:08.42,2024-05-21T21:17:08.4270000-06:00,2024-05-22T03:17:08.4270000Z,,v3,444,518,,"Smith, Taylor",694864.0,Right,MIS_PAD,55727a1d-6e53-408a-bed9-666752b0a8a2,55.13542,-132.94908,12.48884,5.71944,-2.87348,-8.67047,-1.33065,5.3619,-3.41905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.87897,,,0.907593,,,,-0.49084,5.53141,-4.22953,70.87197,5.00384,-53.91075,-0.46417,82.61398,-4.40824,5.5846,13.08103,-15.08559,-4.29096,-60.46426,6.347,High,High,High,,,High,Medium,Medium
249,2024-05-21,21:17:37.68,2,1,"Jones, Jestin",1000058748,Right,MIS_PAD,1000054722,Left,IDA_CHU,Undefined,8,Bottom,1,0,0,Undefined,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,88.53064,0.460452,-2.452766,1786.66344,248.353221,2:15,5.56758,1.76129,5.15935,-29.3582,7.08331,15.11536,3.55487,0.71085,81.32003,-4.912859,0.221587,0.43448,,,,,,,,,,,,-8.12174,3.75583,-1.5442,50,5.58824,4.80397,-128.47603,-0.0925,-13.67014,24.8671,-25.85244,IDA_CHU,MIS_PAD,MelaleucaField,Pioneer League,PIO,20240521-MelaleucaField-1,d788cba0-17e9-11ef-ab2f-7369b7622ec5,86.75305,,,7.21061,,,,,,,6933e1d9-9ce5-4c01-8d2b-ec83379e44c8,2024-05-22,03:17:37.68,2024-05-21T21:17:37.6803694-06:00,2024-05-22T03:17:37.6803694Z,,v3,444,518,,"Smith, Taylor",694864.0,Right,MIS_PAD,07783657-c1d2-4e93-a2cc-83bbae0cca52,55.3382,-129.50514,12.43355,5.56993,0.97739,-12.92622,-1.75471,5.3697,-6.83507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
250,2024-05-21,21:17:53.73,2,2,"Jones, Jestin",1000058748,Right,MIS_PAD,1000054722,Left,IDA_CHU,Undefined,8,Bottom,1,1,0,Undefined,Slider,StrikeCalled,Undefined,Undefined,Undefined,0,0,,76.42995,0.912869,-1.67263,2252.257959,100.278169,9:15,5.56841,1.62066,4.85215,-46.93243,2.7791,-6.84654,2.52195,-0.53365,70.26038,-7.569596,-2.877833,0.507458,,,,,,,,,,,,2.92307,1.56,-1.44939,50,5.61849,3.51395,-110.8467,0.11605,3.63969,19.66876,-30.23161,IDA_CHU,MIS_PAD,MelaleucaField,Pioneer League,PIO,20240521-MelaleucaField-1,e13d6250-17e9-11ef-ab2f-7369b7622ec5,74.27701,,,6.16957,,,,,,,6933e1d9-9ce5-4c01-8d2b-ec83379e44c8,2024-05-22,03:17:53.73,2024-05-21T21:17:53.7354094-06:00,2024-05-22T03:17:53.7354094Z,,v3,444,518,,"Smith, Taylor",694864.0,Right,MIS_PAD,6b8a7935-e7c8-475d-858d-25ea9883d000,55.64567,-111.84399,9.83438,5.57374,1.64892,-15.1158,-1.62288,3.32941,1.81985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
251,2024-05-21,21:18:11.47,2,3,"Jones, Jestin",1000058748,Right,MIS_PAD,1000054722,Left,IDA_CHU,Undefined,8,Bottom,1,1,1,Undefined,Changeup,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,88.29759,-0.621094,-3.302205,1781.514807,210.452396,1:00,5.5608,1.74394,5.37948,-19.66741,16.58217,9.13347,3.33865,-0.59386,81.35751,-4.285282,-1.682498,0.433334,,,,,,,,,,,,-5.41189,8.81351,-1.4549,50,5.49146,6.99035,-128.11861,-2.05183,-9.09379,23.75361,-17.36444,IDA_CHU,MIS_PAD,MelaleucaField,Pioneer League,PIO,20240521-MelaleucaField-1,ebbe49b0-17e9-11ef-ab2f-7369b7622ec5,86.9824,,,6.94008,,,,,,,6933e1d9-9ce5-4c01-8d2b-ec83379e44c8,2024-05-22,03:18:11.47,2024-05-21T21:18:11.4785646-06:00,2024-05-22T03:18:11.4785646Z,,v3,444,518,,"Smith, Taylor",694864.0,Right,MIS_PAD,fb408223-c907-4ec9-987d-6215ad8e2948,55.11842,-129.0641,11.8768,5.55938,-1.36066,-8.68222,-1.74035,7.35232,-4.54689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
252,2024-05-21,21:18:33.52,2,4,"Jones, Jestin",1000058748,Right,MIS_PAD,1000054722,Left,IDA_CHU,Undefined,8,Bottom,1,1,2,Undefined,Slider,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,83.24776,0.610568,-1.925171,1459.325133,184.158848,12:15,5.3459,1.95055,5.42606,-34.5097,6.32563,0.37154,3.04228,0.17774,76.55559,-5.720587,-1.859101,0.459928,66.03546,28.843407,-141.781629,3989.160626,-89.20256,28.67256,-64.36459,190.48314,77.14851,-145.228653,2.529921,-0.69449,3.38882,-1.78009,50,5.37608,4.04746,-120.86932,0.08693,-1.03263,22.43048,-27.13515,IDA_CHU,MIS_PAD,MelaleucaField,Pioneer League,PIO,20240521-MelaleucaField-1,f8f1f500-17e9-11ef-ab2f-7369b7622ec5,81.95297,29.44228,,6.69217,,,,-0.08719,2.72731,0.10697,6933e1d9-9ce5-4c01-8d2b-ec83379e44c8,2024-05-22,03:18:33.52,2024-05-21T21:18:33.5288174-06:00,2024-05-22T03:18:33.5288174Z,FlyBall,v3,444,518,,"Smith, Taylor",694864.0,Right,MIS_PAD,a9c0eb6a-35c6-4e0f-afae-03d7a6911051,55.07158,-121.80685,11.21524,5.34875,1.2211,-13.56758,-1.95017,4.09062,-0.51632,43.481566,-0.08717,-66.65335,3.25011,-0.69894,0.01519,0.06821,-0.03403,0.00779,-0.0007,2.72737,46.72076,-22.57976,2.39501,-0.63409,0.18947,-0.05012,0.00743,-0.00038,0.10706,-52.48802,6.56368,-1.40556,-0.08838,0.23547,-0.10689,0.0233,-0.00203,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Medium,Low,,,
253,2024-05-21,21:18:55.79,2,5,"Jones, Jestin",1000058748,Right,MIS_PAD,1000054722,Left,IDA_CHU,Undefined,8,Bottom,1,1,2,Undefined,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,91.38068,-0.917117,-0.14975,2146.704906,213.775152,1:15,5.67656,1.68708,5.19756,-21.97426,12.00666,7.38244,2.98268,2.16143,84.34999,-4.962609,1.158789,0.419555,,,,,,,,,,,,-3.71386,6.52386,-1.67895,50,5.57517,0.00033,-132.75916,-2.95171,-6.70101,25.49616,-20.40288,IDA_CHU,MIS_PAD,MelaleucaField,Pioneer League,PIO,20240521-MelaleucaField-1,063a39c0-17ea-11ef-ab2f-7369b7622ec5,89.8391,,,7.03068,,,,,,,6933e1d9-9ce5-4c01-8d2b-ec83379e44c8,2024-05-22,03:18:55.79,2024-05-21T21:18:55.7909870-06:00,2024-05-22T03:18:55.7909870Z,,v3,444,518,,"Smith, Taylor",694864.0,Right,MIS_PAD,f6831a9f-abd9-4494-a953-bee81f1d086a,55.29973,-133.77309,12.74808,5.67642,-2.14033,-10.20144,-1.68427,0.26681,-3.35051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
254,2024-05-21,21:19:12.49,2,6,"Jones, Jestin",1000058748,Right,MIS_PAD,1000054722,Left,IDA_CHU,Undefined,8,Bottom,1,2,2,Undefined,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,75.62474,0.361859,-1.587439,2300.709073,56.321373,8:00,5.51787,1.67581,5.009,-52.19243,-1.99217,-5.18803,1.51019,-0.25524,70.10744,-9.036935,-2.504724,0.509946,,,,,,,,,,,,2.18662,-0.74311,-1.51901,50,5.50978,3.24245,-109.82203,-1.09796,2.68446,18.49825,-33.08635,IDA_CHU,MIS_PAD,MelaleucaField,Pioneer League,PIO,20240521-MelaleucaField-1,101df6c0-17ea-11ef-ab2f-7369b7622ec5,73.91455,,,5.51729,,,,,,,6933e1d9-9ce5-4c01-8d2b-ec83379e44c8,2024-05-22,03:19:12.49,2024-05-21T21:19:12.4926830-06:00,2024-05-22T03:19:12.4926830Z,,v3,444,518,,"Smith, Taylor",694864.0,Right,MIS_PAD,194b097f-95eb-4b0f-b570-2fb3e2f53c26,55.4915,-110.74315,9.24912,5.52344,0.54957,-16.54318,-1.67714,3.10878,1.34223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
255,2024-05-21,21:19:31.38,2,7,"Jones, Jestin",1000058748,Right,MIS_PAD,1000054722,Left,IDA_CHU,Undefined,8,Bottom,1,3,2,Undefined,Changeup,BallCalled,Walk,Undefined,Undefined,0,0,,88.78499,0.5711,-2.078449,1668.224708,242.181962,2:00,5.61,1.45552,5.46218,-26.49167,9.12004,15.39958,3.93726,0.79262,81.96124,-4.310065,0.662193,0.429505,,,,,,,,,,,,-8.22512,4.77827,-1.28312,50,5.6422,3.99495,-129.00558,0.32618,-14.03423,23.6974,-24.02106,IDA_CHU,MIS_PAD,MelaleucaField,Pioneer League,PIO,20240521-MelaleucaField-1,1b784e30-17ea-11ef-ab2f-7369b7622ec5,87.75794,,,6.82375,,,,,,,6933e1d9-9ce5-4c01-8d2b-ec83379e44c8,2024-05-22,03:19:31.38,2024-05-21T21:19:31.3846638-06:00,2024-05-22T03:19:31.3846638Z,,v3,444,518,,"Smith, Taylor",694864.0,Right,MIS_PAD,d2746ead-09b8-40ba-9e45-9ab4c0ea8d07,55.03602,-129.92737,11.8487,5.61134,1.26056,-12.01053,-1.44913,4.54085,-7.01711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
256,2024-05-21,21:20:02.81,3,1,"Jones, Jestin",1000058748,Right,MIS_PAD,1000334145,Right,IDA_CHU,Undefined,8,Bottom,1,0,0,Undefined,Four-Seam,InPlay,Undefined,GroundBall,Single,0,0,,89.32914,-1.090473,-1.914949,2162.089313,221.616542,1:30,5.81569,1.40292,5.38808,-23.69926,11.44875,9.32831,2.81802,0.38483,82.92196,-5.44831,-0.256518,0.426699,100.65048,4.691821,-4.718,869.801339,,,,110.38267,108.16507,-5.53152,0.809252,-5.16248,6.313,-1.23872,50,5.70153,3.93291,-129.83648,-3.33094,-8.95609,23.0295,-21.22204,IDA_CHU,MIS_PAD,MelaleucaField,Pioneer League,PIO,20240521-MelaleucaField-1,2e25a5a0-17ea-11ef-ab2f-7369b7622ec5,88.3349,4.66966,,6.40718,,,,0.7712,2.86462,-0.39775,6933e1d9-9ce5-4c01-8d2b-ec83379e44c8,2024-05-22,03:20:02.81,2024-05-21T21:20:02.8140000-06:00,2024-05-22T03:20:02.8140000Z,GroundBall,v3,444,518,,"Smith, Taylor",694864.0,Right,MIS_PAD,59676e6a-813d-4c7b-87e2-8f11173aeb95,55.11128,-130.73994,11.51475,5.81587,-2.49838,-10.61102,-1.3999,4.28426,-4.47804,33.471049,0.81041,145.97082,-13.90354,,,,,,,2.90447,11.40933,-18.59041,,,,,,,-0.39172,-12.20277,-0.57844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,
257,2024-05-21,21:20:56.84,4,1,"Jones, Jestin",1000058748,Right,MIS_PAD,686941,Right,IDA_CHU,Undefined,8,Bottom,1,0,0,Undefined,Changeup,InPlay,Undefined,GroundBall,Single,0,1,,87.83943,-0.606628,-3.095997,1636.45942,246.871325,2:15,5.4638,1.88079,5.36892,-29.461,7.143,14.27296,2.4391,0.16462,81.15643,-5.999954,-0.561698,0.435447,103.40366,-4.035434,-35.609342,,,,,29.74357,28.17399,-31.555959,0.189585,-8.00902,4.0376,-1.61375,50,5.38828,6.28602,-127.53126,-2.4333,-13.33142,23.59816,-25.45328,IDA_CHU,MIS_PAD,MelaleucaField,Pioneer League,PIO,20240521-MelaleucaField-1,4e4fe660-17ea-11ef-ab2f-7369b7622ec5,86.56025,2.4702,,6.68299,,,,2.6366,2.4702,0.09096,6933e1d9-9ce5-4c01-8d2b-ec83379e44c8,2024-05-22,03:20:56.84,2024-05-21T21:20:56.8478062-06:00,2024-05-22T03:20:56.8478062Z,GroundBall,v3,444,518,,"Smith, Taylor",694864.0,Right,MIS_PAD,28303023-6202-4bce-a716-eb8e01055876,55.13124,-128.47722,11.79908,5.46537,-1.41297,-12.72664,-1.87644,6.82043,-6.66571,264.036699,2.63746,122.93375,-16.67364,,,,,,,2.47055,-10.69696,-12.32325,,,,,,,0.0883,-87.8986,28.1776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Medium,Medium,,,
258,2024-05-21,21:21:37.20,5,1,"Jones, Jestin",1000058748,Right,MIS_PAD,681200,Right,IDA_CHU,Undefined,8,Bottom,1,0,0,Undefined,Curveball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,76.37088,0.850928,-2.384992,2156.48913,30.817546,7:00,5.58832,1.85191,4.91095,-56.14846,-6.54052,-4.78721,1.71466,-0.80352,70.60148,-9.228939,-3.229146,0.506929,,,,,,,,,,,,1.73036,-3.07642,-1.61466,50,5.62395,4.80533,-110.80181,-0.35346,2.15564,19.41238,-36.00656,IDA_CHU,MIS_PAD,MelaleucaField,Pioneer League,PIO,20240521-MelaleucaField-1,665c3600-17ea-11ef-ab2f-7369b7622ec5,74.3545,,,5.7694,,,,,,,6933e1d9-9ce5-4c01-8d2b-ec83379e44c8,2024-05-22,03:21:37.20,2024-05-21T21:21:37.2031342-06:00,2024-05-22T03:21:37.2031342Z,,v3,444,518,,"Smith, Taylor",694864.0,Right,MIS_PAD,f11d8c13-b417-496f-bdac-cde373727e1a,55.58953,-111.77681,9.70619,5.59629,1.45498,-18.00328,-1.85329,4.69707,1.07782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
